StudentID,Attendance,AssignmentsCompleted,StudyHours,InternetHours,SleepHours,Age,PreviousGPA,Scholarship_Sí,Program_Administración,Program_Contador Auditor,Program_Ingeniería Civil,Program_Ingeniería Industrial,Program_Ingeniería Informática,FinalGrade
STU-14655,0.05585060818913712,-0.462877404104438,-0.7292730844793713,0.28433734939759026,0.06172839506172872,0.8,0.5126346427585032,0.0,0.0,0.0,0.0,1.0,0.0,4.62
STU-13555,0.0,-0.6098635435693563,-0.932023575638507,0.16867469879518074,0.0,0.6,-1.0503473623828843,0.0,0.0,0.0,1.0,0.0,0.0,3.05
STU-12994,-0.8076066472503005,-0.7456752981626736,-0.34734774066797636,0.7614457831325301,1.0246913580246915,-0.4,-0.6081879793494656,1.0,0.0,1.0,0.0,0.0,0.0,2.58
STU-10322,-0.4094569127976706,-0.21016439239282264,-0.03929273084479372,1.5277108433734938,0.09876543209876551,0.4,-0.1454630436168176,0.0,0.0,1.0,0.0,0.0,0.0,2.61
STU-10564,-0.37108103477813986,0.5273450091329106,0.7591355599214147,-0.8,-0.6913580246913575,1.2,0.1733030232212282,0.0,0.0,0.0,1.0,0.0,0.0,4.25
STU-13999,-0.9467192050710989,-0.8634361233480178,-0.3080550098231826,0.2963855421686746,0.26543209876543244,-1.0,1.088470118336909,0.0,1.0,0.0,0.0,0.0,0.0,4.52
STU-10173,0.5732396779167377,-0.5153110561942628,0.3316306483300589,0.34216867469879514,-0.1358024691358023,0.4,1.3249739743780404,0.0,1.0,0.0,0.0,0.0,0.0,4.76
STU-14145,0.9988007538118888,0.33179327387987534,2.052652259332024,0.7831325301204819,0.6975308641975313,0.2,1.1912978818330535,0.0,0.0,0.0,1.0,0.0,0.0,6.2
STU-13109,-0.3361315744389251,-0.018480713441495943,-0.47151277013752463,-0.3975903614457832,-0.21604938271604915,0.4,-0.33055301790987734,0.0,0.0,0.0,1.0,0.0,0.0,3.91
STU-12215,0.8960082234024319,0.5273450091329106,0.24833005893909632,-0.9469879518072288,-1.3024691358024687,-0.8,0.0807580360746988,1.0,0.0,0.0,1.0,0.0,0.0,4.99
STU-11673,-1.2496145280109654,-1.9787256903406043,-0.8581532416502948,0.8795180722891567,1.0493827160493834,0.4,-0.8755401644394396,0.0,0.0,0.0,0.0,1.0,0.0,2.57
STU-12193,0.29981154702758167,-0.6502632427205334,-0.46051080550098233,-0.17831325301204823,0.5555555555555557,-0.4,0.19386857592045748,0.0,0.0,0.0,0.0,1.0,0.0,4.32
STU-14617,-0.2422477299982875,0.5273450091329106,0.176031434184676,0.8843373493975902,-1.3518518518518514,0.2,0.11160636512354223,1.0,0.0,0.0,0.0,0.0,1.0,3.71
STU-10533,0.18125749528867444,0.0,0.1838899803536346,0.5951807228915663,-0.4012345679012342,-0.4,-0.8241262826913678,0.0,0.0,0.0,0.0,0.0,1.0,3.98
STU-14192,-0.6157272571526478,-1.3323305039217797,-0.7779960707269157,0.4746987951807228,1.2037037037037044,-0.2,-1.4513756400178461,0.0,0.0,0.0,0.0,1.0,0.0,2.52
STU-11985,-1.264005482268289,-0.6653056838938436,-1.7304518664047155,-0.42891566265060244,0.2407407407407411,-0.2,-0.7212985191952243,1.0,1.0,0.0,0.0,0.0,0.0,3.46
STU-13649,-0.39986294329278793,0.5273450091329106,0.8644400785854621,-1.0963855421686748,0.9320987654320986,0.4,1.0062079075399946,0.0,0.0,0.0,1.0,0.0,0.0,5.11
STU-14038,0.4615384615384605,0.5273450091329106,0.24990176817288803,0.4385542168674697,-0.4259259259259256,-0.8,-0.41281522870679255,1.0,0.0,0.0,0.0,1.0,0.0,4.29
STU-13059,-1.7841356861401412,-0.2707639411195873,0.1367387033398823,0.7951807228915659,0.024691358024691377,0.8,0.7491384987996348,1.0,1.0,0.0,0.0,0.0,0.0,3.58
STU-13506,0.0,0.12076931342000655,0.0,0.5012048192771084,0.6234567901234567,0.2,-0.42309800505640677,0.0,0.0,0.0,1.0,0.0,0.0,2.74
STU-11411,-0.5026554737022448,-1.2003868056301712,0.05186640471512772,0.8698795180722889,-1.7777777777777777,1.0,1.1707323291338243,0.0,1.0,0.0,0.0,0.0,0.0,4.03
STU-13000,0.3196847695734104,0.5273450091329106,0.7795677799607073,-0.47710843373493983,0.7283950617283949,-0.4,-0.07348360916951749,0.0,0.0,0.0,0.0,0.0,1.0,4.38
STU-10378,-0.573924961452802,0.0803696142688295,-0.4180746561886052,-0.7204819277108434,-0.8888888888888885,0.0,0.8314007095965491,0.0,0.0,1.0,0.0,0.0,0.0,3.89
STU-13326,0.1915367483296205,0.46545610830557643,0.6491159135559924,-0.2771084337349398,-0.4135802469135802,-1.0,0.7388557224500197,1.0,0.0,1.0,0.0,0.0,0.0,5.15
STU-11192,0.22991262634915124,-0.764156011604169,-1.5041257367387035,-0.8168674698795181,0.049382716049382755,1.0,-0.16602859631604688,0.0,0.0,0.0,0.0,1.0,0.0,3.69
STU-12137,-1.1365427445605625,-0.48780487804878087,-0.29233791748526516,1.5855421686746987,-1.098765432098765,1.0,0.4303724319615881,0.0,0.0,0.0,0.0,0.0,1.0,4.01
STU-10611,0.2689737879047444,0.5273450091329106,0.795284872298625,0.03373493975903606,-0.40740740740740694,-0.6,0.8416834859461642,1.0,0.0,0.0,1.0,0.0,0.0,5.26
STU-10420,0.15384615384615316,-0.5892339099602454,-0.8440078585461691,-0.4891566265060241,-0.3888888888888888,-0.2,-0.906388493488283,0.0,1.0,0.0,0.0,0.0,0.0,2.66
STU-11914,0.9988007538118888,0.5273450091329106,0.37092337917485263,-0.3975903614457832,-0.790123456790123,0.4,1.0164906838896088,0.0,0.0,0.0,0.0,0.0,1.0,5.1
STU-12156,-0.705499400376907,-0.25142365961104585,0.21689587426326146,-0.13253012048192767,0.10493827160493877,1.4,0.23499968131891508,1.0,0.0,0.0,0.0,0.0,1.0,4.04
STU-13582,0.28679115984238396,0.5273450091329106,0.8220039292730844,-0.616867469879518,-1.0246913580246908,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.6
STU-12642,0.09217063560047864,0.4082948318469969,0.2813359528487232,1.3614457831325302,1.1111111111111114,0.2,0.16302024687161404,0.0,0.0,1.0,0.0,0.0,0.0,4.92
STU-13706,-0.5053966078464974,0.5273450091329106,0.0,-1.1204819277108433,-0.21604938271604915,0.0,-0.6493190847479232,0.0,0.0,0.0,0.0,1.0,0.0,3.76
STU-14913,0.0,-0.3171806167400885,-0.1964636542239686,-0.6506024096385542,-0.8827160493827159,-0.4,-0.9166712698378972,1.0,0.0,0.0,1.0,0.0,0.0,3.12
STU-10549,0.9988007538118888,0.5273450091329106,1.4082514734774068,0.9975903614457832,-0.45679012345678965,0.6,-0.6081879793494656,0.0,0.0,1.0,0.0,0.0,0.0,4.55
STU-10758,-0.5177317114956318,0.5273450091329106,0.6113948919449904,1.6072289156626505,-0.8580246913580244,-1.0,-0.042635280120674045,0.0,0.0,0.0,0.0,0.0,1.0,4.2
STU-11896,-0.541716635257839,-1.1127108627914475,-0.08958742632612973,0.002409638554216816,0.3765432098765434,0.4,-0.4436635577556351,0.0,0.0,1.0,0.0,0.0,0.0,2.94
STU-12682,0.5478841870824046,0.04254861931879209,0.19174852652259344,0.2578313253012047,-0.7160493827160489,-0.8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.91
STU-10071,-1.304437210896009,-0.7293435048887934,-0.8471512770137526,-0.7012048192771084,-0.759259259259259,1.4,-0.8446918353905971,1.0,0.0,0.0,1.0,0.0,0.0,2.87
STU-12224,0.8178859002912446,0.5273450091329106,0.07858546168958744,-0.30602409638554223,-0.37037037037037013,-1.0,-0.505360215853322,0.0,0.0,0.0,0.0,1.0,0.0,3.61
STU-13314,0.0,-0.17492210164392427,0.4652259332023578,-0.35180722891566263,0.2283950617283951,-1.0,-0.505360215853322,0.0,0.0,0.0,0.0,1.0,0.0,3.88
STU-11726,-0.6266917937296563,-0.210594176426346,-0.7779960707269157,0.9469879518072287,-0.24074074074074053,-0.8,-0.5362085449021645,0.0,0.0,1.0,0.0,0.0,0.0,2.99
STU-14904,-0.12300839472331786,-0.6670248200279365,-1.7304518664047155,-1.1301204819277109,0.351851851851852,1.2,-1.1943062312774864,0.0,0.0,1.0,0.0,0.0,0.0,2.51
STU-14527,0.6493061504197357,0.0,-0.6585461689587426,-0.2771084337349398,-0.15432098765432098,-1.0,-0.9886507042851983,0.0,0.0,1.0,0.0,0.0,0.0,3.38
STU-13050,-0.3306493061504209,0.13753089072740962,0.2231827111984283,1.708433734939759,0.024691358024691377,-0.2,-0.46422911045486437,0.0,0.0,0.0,0.0,0.0,1.0,5.09
STU-12544,-1.4723316772314554,-0.8728913720855271,-0.6726915520628683,0.19518072289156616,0.4382716049382721,0.0,-0.8035607299921395,0.0,0.0,0.0,0.0,0.0,1.0,3.19
STU-10627,-1.0556792873051235,0.23079402600193363,0.6915520628683696,1.1204819277108433,0.2530864197530865,0.4,-0.032352503771059866,1.0,0.0,0.0,0.0,0.0,1.0,3.98
STU-10691,-2.3981497344526304,-0.9515418502202644,-0.744990176817289,-0.9253012048192771,0.7283950617283949,-0.4,-0.16602859631604688,0.0,0.0,0.0,1.0,0.0,0.0,1.65
STU-10450,0.3717663183142013,0.0,0.1948919449901769,-0.1373493975903615,-0.8024691358024689,0.6,-1.307416771123244,0.0,0.0,0.0,1.0,0.0,0.0,3.93
STU-14977,0.43207126948775004,0.0,0.4086444007858546,0.0,0.351851851851852,0.0,0.3172618921158294,1.0,0.0,0.0,0.0,1.0,0.0,5.5
STU-13284,-0.5746102449888645,-0.5651660040829486,-1.2023575638506878,-0.9325301204819276,-0.02469135802469083,0.0,-1.7495761541566637,0.0,0.0,0.0,0.0,0.0,1.0,2.24
STU-13671,-0.20524241905088259,-1.255828945954658,-0.26561886051080547,-0.36626506024096395,0.6358024691358032,0.2,0.2658480103677576,0.0,1.0,0.0,0.0,0.0,0.0,3.39
STU-13436,-1.109131403118041,-0.40786504781347416,-0.23732809430255403,-0.5445783132530121,0.16666666666666693,0.4,-0.3614013469587199,1.0,0.0,0.0,0.0,1.0,0.0,4.75
STU-10371,0.2641768031523035,0.041259267218222574,0.8157170923379176,-0.38554216867469887,1.1172839506172842,-1.0,0.23499968131891508,1.0,0.0,0.0,1.0,0.0,0.0,4.81
STU-14491,0.31625835189309537,0.0,-0.5831041257367386,-0.2771084337349398,1.2222222222222223,-0.4,-0.13518026726720345,0.0,0.0,0.0,0.0,0.0,1.0,4.01
STU-10787,-0.07572383073496783,-1.0130009670140758,-0.7308447937131631,-0.6265060240963856,0.9506172839506178,-0.2,-0.5876224266502372,0.0,0.0,0.0,0.0,1.0,0.0,3.54
STU-11541,-1.051567586088745,-1.1556892661437628,-1.5937131630648333,-1.0240963855421685,-0.31481481481481466,-0.6,-0.09404916186874583,1.0,0.0,0.0,0.0,1.0,0.0,2.94
STU-13577,-0.7164639369539155,0.5273450091329106,-0.5752455795677801,0.26987951807228916,-0.5432098765432097,0.4,-0.7110157428456101,0.0,0.0,0.0,0.0,0.0,1.0,3.54
STU-13293,-0.12986123008394793,0.30514666380143957,-0.020432220039292577,-0.5975903614457831,-0.21604938271604915,1.0,-0.15574581996643272,0.0,1.0,0.0,0.0,0.0,0.0,4.05
STU-11502,-0.23676546170978327,0.0365316428494679,0.6003929273084481,-0.5951807228915663,1.407407407407408,-1.0,-0.19687692536489032,0.0,1.0,0.0,0.0,0.0,0.0,4.38
STU-11248,-1.2091827993832454,-0.20242827978940617,-0.059724950884086296,-0.2915662650602409,0.23456790123456836,-0.2,1.0267734602392231,0.0,0.0,0.0,0.0,1.0,0.0,3.95
STU-11483,-1.0392324824396098,-1.2652841946921676,0.0,0.01445783132530111,0.549382716049383,-0.2,-1.1326095731797994,1.0,1.0,0.0,0.0,0.0,0.0,2.97
STU-11197,-0.28199417508994407,-0.6919522939722793,0.0,2.6746987951807224,-0.9567901234567899,0.8,0.4098068792623597,1.0,0.0,0.0,0.0,1.0,0.0,4.03
STU-12355,-1.0323796470789797,0.0064467605028469535,-0.9037328094302556,0.5397590361445783,-0.339506172839506,-0.4,0.029344154326627007,0.0,0.0,0.0,0.0,1.0,0.0,2.9
STU-13295,-0.8076066472503005,-0.3996991511765337,-0.46994106090373294,-0.37590361445783144,-0.40740740740740694,0.0,0.019061377977012833,1.0,0.0,1.0,0.0,0.0,0.0,4.48
STU-11954,-0.12712009593969628,-0.3382400343827229,-0.8487229862475443,0.0,0.5000000000000002,0.2,0.4715035373600457,1.0,0.0,0.0,0.0,0.0,1.0,4.98
STU-10190,-1.5744389241048489,-1.9409046953905666,-1.5025540275049116,-0.274698795180723,0.17283950617283964,-1.0,0.4715035373600457,0.0,0.0,0.0,0.0,0.0,1.0,2.12
STU-14114,0.0,0.5273450091329106,1.777603143418468,0.0,0.6049382716049385,0.0,1.3249739743780404,0.0,0.0,0.0,0.0,1.0,0.0,4.76
STU-12753,-0.10656158985780413,-0.4684645965402388,-0.2860510805500983,-0.636144578313253,0.814814814814815,0.8,-0.41281522870679255,0.0,0.0,0.0,1.0,0.0,0.0,3.73
STU-10158,-0.8480383758780204,-0.7714623401740627,0.0,-0.26506024096385555,0.8641975308641977,-0.8,-0.9886507042851983,0.0,0.0,1.0,0.0,0.0,0.0,2.73
STU-13760,-0.5074524584546867,-0.3876651982378859,-0.08015717092337915,0.9373493975903615,0.09876543209876551,-0.4,-0.42309800505640677,0.0,0.0,1.0,0.0,0.0,0.0,3.44
STU-14372,-0.1606989892067852,0.5273450091329106,0.5233791748526524,-0.4650602409638554,0.8395061728395069,-1.0,0.759421275149249,0.0,0.0,0.0,0.0,0.0,1.0,5.85
STU-12012,-0.28130889155388167,0.3850864940367463,-0.037721021611002006,-0.45542168674698796,0.6111111111111112,-0.6,-0.02206972742144478,0.0,0.0,0.0,1.0,0.0,0.0,4.85
STU-14911,-0.29638512934726857,-0.8531213065434623,-0.16345776031434173,-1.0072289156626504,-0.3888888888888888,-1.0,-0.3408357942594915,1.0,0.0,1.0,0.0,0.0,0.0,3.61
STU-10960,0.2833647421620689,-0.5170301923283551,0.07858546168958744,0.29397590361445775,0.33950617283950657,-0.2,0.6257451826042619,0.0,0.0,0.0,0.0,0.0,1.0,4.98
STU-10689,0.9241048483810166,0.0,0.3646365422396858,0.6240963855421686,0.2530864197530865,-0.4,0.4303724319615881,0.0,0.0,0.0,1.0,0.0,0.0,4.63
STU-14852,0.0,-0.4048565595788117,0.7104125736738707,-0.4843373493975904,0.2160493827160497,0.0,-0.2585735834625763,0.0,0.0,1.0,0.0,0.0,0.0,4.2
STU-12737,0.5732396779167377,0.5273450091329106,0.6082514734774069,-0.9349397590361445,1.123456790123457,0.2,-1.441092863668232,0.0,0.0,0.0,1.0,0.0,0.0,4.34
STU-13404,-0.8966935069384963,0.23767057053830457,-0.4557956777996072,-0.47710843373493983,-1.0925925925925923,1.4,-0.5156429922029362,1.0,0.0,0.0,0.0,0.0,1.0,4.47
STU-11485,-0.7541545314373829,-0.8763296443537123,-0.4133595284872298,-0.48192771084337344,0.5185185185185189,-0.6,-0.3819668996579491,1.0,0.0,0.0,0.0,1.0,0.0,2.87
STU-11178,-0.8082919307863639,-0.6059954872676484,-0.39764243614931233,2.954216867469879,0.0,0.6,0.4303724319615881,1.0,1.0,0.0,0.0,0.0,0.0,4.31
STU-14613,-1.2304265890012,0.0,-0.13673870333988203,1.1734939759036143,-0.12345679012345634,-0.8,-0.5670568739510079,0.0,0.0,0.0,1.0,0.0,0.0,2.59
STU-11696,0.032550967962994296,-1.4286021274309662,-1.3752455795677803,-0.15421686746987964,-0.6666666666666661,1.2,-0.8446918353905971,1.0,0.0,1.0,0.0,0.0,0.0,3.09
STU-12164,0.4622237450745239,0.5273450091329106,0.9760314341846759,1.7493975903614456,-0.6234567901234567,0.8,-0.5979052029998514,1.0,0.0,0.0,0.0,1.0,0.0,4.93
STU-11377,-0.050368339900634815,-0.4091543999140437,0.5548133595284872,0.5301204819277109,0.703703703703704,0.0,0.6463107353034903,0.0,0.0,0.0,1.0,0.0,0.0,4.64
STU-14598,-0.13602878190851558,-0.1555818201353822,0.3347740667976426,1.0168674698795181,0.4753086419753089,-0.8,1.0679045656376807,0.0,0.0,0.0,0.0,1.0,0.0,5.37
STU-14485,0.5547370224430347,-0.33136348984635255,0.6648330058939095,-0.7132530120481928,-0.5864197530864192,0.6,-0.12489749091758927,1.0,0.0,1.0,0.0,0.0,0.0,4.77
STU-11929,-1.8602021586431392,0.0,-0.14459724950884087,-0.4746987951807229,1.7716049382716055,1.0,-0.5259257685525504,1.0,1.0,0.0,0.0,0.0,0.0,3.46
STU-14822,0.9988007538118888,0.5273450091329106,0.7497053045186644,-0.1855421686746989,0.6728395061728394,0.0,0.7799868278484773,0.0,0.0,0.0,0.0,1.0,0.0,5.69
STU-12423,0.9988007538118888,0.5273450091329106,-0.40392927308447946,0.26506024096385533,-0.7098765432098761,-0.2,0.029344154326627007,0.0,0.0,0.0,1.0,0.0,0.0,4.17
STU-13876,0.9988007538118888,0.5273450091329106,1.4632612966601182,0.44337349397590353,-0.0432098765432095,1.0,0.0807580360746988,0.0,0.0,1.0,0.0,0.0,0.0,4.59
STU-10355,0.5876306321740612,0.5273450091329106,1.3862475442043223,0.6530120481927708,-0.7222222222222221,0.0,1.3249739743780404,0.0,0.0,1.0,0.0,0.0,0.0,5.03
STU-10941,-0.604077437039576,-0.383367357902654,-1.2353634577603145,0.40963855421686746,-0.45679012345678965,-0.4,-0.5979052029998514,1.0,0.0,0.0,0.0,1.0,0.0,2.99
STU-10730,0.04420078807606522,0.5273450091329106,0.40078585461689603,1.9903614457831322,-0.27777777777777735,0.2,0.33782744481505866,1.0,0.0,0.0,0.0,0.0,1.0,4.3
STU-10223,0.9988007538118888,0.5273450091329106,1.4428290766208256,0.8048192771084336,0.12962962962963015,0.6,1.3249739743780404,1.0,1.0,0.0,0.0,0.0,0.0,5.85
STU-14173,0.24430358060647478,-0.04039969915117644,0.028290766208251432,-1.0096385542168675,-0.40740740740740694,0.0,0.14245469417238477,1.0,0.0,0.0,0.0,0.0,1.0,5.19
STU-10721,0.36902518416994967,0.5273450091329106,-0.24990176817288803,-0.45301204819277113,-0.6234567901234567,1.6,0.29669633941660106,0.0,0.0,1.0,0.0,0.0,0.0,4.42
STU-11340,0.39095425732396666,0.242827978940582,0.0,0.0,-0.3950617283950615,0.6,0.4303724319615881,0.0,0.0,1.0,0.0,0.0,0.0,5.25
STU-10781,-0.438924104848382,-0.3356613301815839,-0.6742632612966603,1.1349397590361443,-0.6851851851851848,0.2,-0.3614013469587199,0.0,0.0,0.0,0.0,0.0,1.0,3.69
STU-14310,-0.7486722631488786,-0.8565595788116475,-1.306090373280943,-1.2240963855421685,0.11111111111111148,-0.2,-0.978367927935584,1.0,1.0,0.0,0.0,0.0,0.0,3.09
STU-13245,-0.4512592084975164,-0.24540668314172165,-0.7607072691552064,-0.20722891566265067,-0.006172839506172707,0.4,-0.12489749091758927,1.0,0.0,0.0,1.0,0.0,0.0,3.43
STU-13712,-0.28473530923419665,-0.2282153218007952,-0.08644400785854602,0.0,0.0,-0.6,0.13217191782277057,1.0,0.0,0.0,0.0,0.0,1.0,3.85
STU-11966,-0.01953058077779755,0.46330718813796073,-0.5390962671905698,-0.8795180722891567,0.43209876543209885,-0.2,-0.4436635577556351,0.0,0.0,0.0,0.0,1.0,0.0,4.7
STU-13046,-2.24053452115813,-0.8999677661974858,-0.42907662082514747,-0.4602409638554217,-0.2654320987654319,-0.4,-1.502789521765918,0.0,0.0,1.0,0.0,0.0,0.0,2.49
STU-13878,-0.8411855405173894,-0.7671644998388314,-0.9398821218074657,-1.0650602409638552,0.7777777777777776,0.8,-1.0606301387324992,1.0,0.0,0.0,0.0,0.0,1.0,3.76
STU-12575,0.0,0.04340818738583823,0.3756385068762281,-0.6,-0.40740740740740694,-0.2,1.3249739743780404,0.0,0.0,0.0,0.0,1.0,0.0,4.81
STU-14891,0.8932670892581793,0.5273450091329106,-0.8895874263261299,2.2265060240963854,0.5246913580246917,-0.2,-0.6390363083983089,0.0,0.0,0.0,1.0,0.0,0.0,4.67
STU-14665,-0.8480383758780204,-0.3356613301815839,-0.7135559921414539,-0.1373493975903615,-1.9259259259259256,-1.0,-0.6184707556990797,1.0,0.0,0.0,0.0,0.0,1.0,3.24
STU-10690,-0.8322768545485701,-0.42462662512087723,-0.619253438113949,-1.0289156626506024,-0.33333333333333276,2.2,-0.5876224266502372,0.0,0.0,0.0,0.0,0.0,1.0,3.04
STU-10531,-0.5465136200102798,-1.6091114215106912,-1.032612966601179,1.014457831325301,-0.9753086419753081,-0.6,-1.574768956213219,0.0,0.0,0.0,1.0,0.0,0.0,1.58
STU-13733,-0.09970875449717405,-0.560438379714194,0.023575638506876287,-0.37590361445783144,-0.34567901234567877,-1.0,0.24528245766852924,1.0,0.0,0.0,1.0,0.0,0.0,3.56
STU-12911,0.869282165495973,0.45428172343397416,0.35520628683693517,0.5783132530120483,0.6666666666666666,0.8,0.23499968131891508,0.0,0.0,0.0,0.0,1.0,0.0,5.12
STU-12694,-0.6924790131917092,0.11131406468249659,0.30648330058939116,-1.2265060240963854,0.9135802469135804,-0.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.92
STU-12843,-1.5017988692821662,0.0,-0.5406679764243615,-0.43132530120481927,-0.38271604938271553,0.2,-0.4539463341052502,1.0,0.0,0.0,0.0,0.0,1.0,2.26
STU-11959,-0.6643823882131237,-0.9167293435048888,-1.001178781925344,-0.8433734939759036,-0.3950617283950615,0.6,-1.1428923495294145,0.0,0.0,0.0,1.0,0.0,0.0,2.91
STU-11479,-0.20661298612300938,0.19555173525303524,0.5972495088408647,0.3397590361445783,0.679012345679012,-0.4,-0.6904501901463808,0.0,0.0,0.0,0.0,0.0,1.0,4.25
STU-13252,0.4190508823025523,0.5273450091329106,0.9053045186640473,0.2506024096385542,0.6975308641975313,-0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.9
STU-14695,0.9988007538118888,0.5273450091329106,0.8550098231827112,0.8024096385542168,-0.5802469135802466,0.2,0.4509379846608173,1.0,0.0,1.0,0.0,0.0,0.0,5.64
STU-11213,0.022956998458111614,-0.3820780058020845,-0.11473477406679773,0.40481927710843363,1.5555555555555551,-1.0,-0.4025324523571775,0.0,1.0,0.0,0.0,0.0,0.0,4.51
STU-12050,-0.3279081720061683,-0.5342215536692815,-0.5469548133595287,0.6409638554216868,0.4629629629629629,0.4,-0.8961057171386688,0.0,0.0,1.0,0.0,0.0,0.0,3.61
STU-12957,-0.7719719033750224,-1.044375201461266,-0.2593320235756386,0.17831325301204823,-0.2901234567901233,-1.0,-0.9886507042851983,0.0,1.0,0.0,0.0,0.0,0.0,3.36
STU-10954,-1.1790303237964717,-1.0207370796174926,0.19332023575638516,-0.5204819277108433,0.506172839506173,-1.0,1.1296012237353665,1.0,0.0,1.0,0.0,0.0,0.0,3.96
STU-14044,0.2353948946376555,0.5273450091329106,1.7068762278978393,0.043373493975903545,-0.24691358024691323,-1.0,-0.47451188680447853,0.0,0.0,0.0,0.0,0.0,1.0,4.69
STU-14633,0.9988007538118888,-0.04641667562050063,0.9618860510805501,1.556626506024096,-0.4320987654320983,0.4,1.3249739743780404,0.0,0.0,0.0,1.0,0.0,0.0,5.16
STU-10032,0.15590200445434238,-0.6833566133018162,0.0,0.18313253012048186,0.8024691358024695,-1.0,0.16302024687161404,0.0,0.0,0.0,0.0,0.0,1.0,3.45
STU-13265,0.9734452629775558,-1.178038035886967,1.0734774066797645,0.3132530120481927,-0.012345679012345415,0.0,0.34811022116467283,0.0,1.0,0.0,0.0,0.0,0.0,4.55
STU-12774,-0.6952201473359609,0.3236273772429355,0.1210216110019646,-0.6939759036144578,1.0925925925925923,-1.0,-1.5439206271643755,0.0,0.0,0.0,0.0,0.0,1.0,4.26
STU-10335,-0.23608017817371987,-0.8535510905769851,-0.2593320235756386,-0.6506024096385542,1.1358024691358024,-0.2,-0.8652573880898254,0.0,0.0,0.0,0.0,0.0,1.0,4.09
STU-14735,-0.3292787390782941,-0.020629633609111592,-0.5265225933202358,0.6795180722891566,-0.1728395061728391,0.2,0.5743313008561892,1.0,0.0,0.0,0.0,0.0,1.0,3.61
STU-14356,0.024327565530237433,-0.41817986461802964,0.088015717092338,1.0024096385542167,0.030864197530864633,-0.4,0.24528245766852924,0.0,0.0,0.0,1.0,0.0,0.0,4.49
STU-14102,0.5040260407743696,0.5273450091329106,-0.0974459724950883,-0.8265060240963855,-0.5802469135802466,0.8,-0.7315812955448384,1.0,0.0,0.0,0.0,0.0,1.0,3.66
